enterprise-id,site-id,imsi,sim-id,key,opc,iccid,device-id,imei,device-group-id
kajeet-enterprise,kajeet-site,123456789012366 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-22,530778657966356 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012367 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-23,530778657966357 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012368 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-24,530778657966358 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012369 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-25,530778657966359 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012370 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-26,530778657966360 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012371 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-27,530778657966361 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012372 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-28,530778657966362 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012373 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-29,530778657966363 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012374 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-30,530778657966364 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012375 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-31,530778657966365 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012376 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-32,530778657966366 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012377 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-33,530778657966367 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012378 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-34,530778657966368 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012379 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-35,530778657966369 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012380 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-36,530778657966370 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012381 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-37,530778657966371 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012382 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-38,530778657966372 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012383 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-39,530778657966373 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012384 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-40,530778657966374 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012385 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-41,530778657966375 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012386 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-42,530778657966376 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012387 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-43,530778657966377 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012388 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-44,530778657966378 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012389 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-45,530778657966379 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012390 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-46,530778657966380 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012391 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-47,530778657966381 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012392 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-48,530778657966382 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012393 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-49,530778657966383 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012394 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-50,530778657966384 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012395 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-51,530778657966385 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012396 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-52,530778657966386 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012397 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-53,530778657966387 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012398 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-54,530778657966388 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012399 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-55,530778657966389 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012400 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-56,530778657966390 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012401 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-57,530778657966391 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012402 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-58,530778657966392 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012403 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-59,530778657966393 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012404 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-60,530778657966394 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012405 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-61,530778657966395 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012406 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-62,530778657966396 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012407 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-63,530778657966397 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012408 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-64,530778657966398 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012409 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-65,530778657966399 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012410 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-66,530778657966400 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012411 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-67,530778657966401 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012412 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-68,530778657966402 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012413 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-69,530778657966403 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012414 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-70,530778657966404 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012415 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-71,530778657966405 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012416 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-72,530778657966406 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012417 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-73,530778657966407 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012418 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-74,530778657966408 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012419 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-75,530778657966409 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012420 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-76,530778657966410 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012421 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-77,530778657966411 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012422 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-78,530778657966412 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012423 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-79,530778657966413 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012424 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-80,530778657966414 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012425 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-81,530778657966415 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012426 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-82,530778657966416 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012427 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-83,530778657966417 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012428 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-84,530778657966418 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012429 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-85,530778657966419 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012430 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-86,530778657966420 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012431 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-87,530778657966421 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012432 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-88,530778657966422 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012433 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-89,530778657966423 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012434 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-90,530778657966424 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012435 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-91,530778657966425 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012436 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-92,530778657966426 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012437 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-93,530778657966427 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012438 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-94,530778657966428 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012439 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-95,530778657966429 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012440 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-96,530778657966430 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012441 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-97,530778657966431 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012442 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-98,530778657966432 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012443 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-99,530778657966433 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012444 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-100,530778657966434 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012445 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-101,530778657966435 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012446 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-102,530778657966436 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012447 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-103,530778657966437 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012448 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-104,530778657966438 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012449 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-105,530778657966439 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012450 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-106,530778657966440 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012451 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-107,530778657966441 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012452 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-108,530778657966442 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012453 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-109,530778657966443 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012454 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-110,530778657966444 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012455 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-111,530778657966445 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012456 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-112,530778657966446 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012457 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-113,530778657966447 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012458 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-114,530778657966448 ,kajeet-mobile-group
kajeet-enterprise,kajeet-site,123456789012459 ,sim-123456789012345,30BDF9DA4E2C460786597414A43988F9,D5FE0D8340D24A26B78B7A3A22BF2A4D,11014402108000000000 ,baicell-test-device-115,530778657966449 ,kajeet-mobile-group
